num_points,volume_m3,density_pts_per_m3,coverage_fraction,mean_reproj_err_px,p95_reproj_err_px,mean_visible_fraction,pose_std_trans_m,pose_std_rot_deg
1344798,0.21902783854602983,6139849.65987501,1.0,1027.407189274675,2459.667685920903,0.31784999999999997,,
